tick,n_exec,n_flight,n_events,front_depth,n_truncated
229,0,2018,2272,21,0
230,0,2018,2272,21,0
231,0,2018,2272,21,0
232,0,2018,2272,21,0
233,0,2018,2272,21,0
234,0,2018,2272,21,0
235,0,2018,2272,21,0
236,0,2018,2272,21,0
237,0,2018,2272,21,0
238,0,2018,2272,21,0
239,0,2018,2272,21,0
240,0,2018,2272,21,0
241,0,2018,2272,21,0
242,0,2018,2272,21,0
243,0,2018,2272,21,0
244,0,2018,2272,21,0
245,0,2018,2272,21,0
246,0,2018,2272,21,0
247,0,2018,2272,21,0
248,0,2018,2272,21,0
249,0,2018,2272,21,0
250,0,2018,2272,21,0
251,0,2018,2272,21,0
252,0,2018,2272,21,0
253,0,2018,2272,21,0
254,0,2018,2272,21,0
255,0,2018,2272,21,0
256,0,2018,2272,21,0
257,0,2018,2272,21,0
258,0,2018,2272,21,0
259,0,2018,2272,21,0
260,0,2018,2272,21,0
261,0,2018,2272,21,0
262,0,2018,2272,21,0
263,0,2018,2272,21,0
264,0,2018,2272,21,0
265,0,2018,2272,21,0
266,0,2018,2272,21,0
267,0,2018,2272,21,0
268,0,2018,2272,21,0
269,0,2018,2272,21,0
270,0,2018,2272,21,0
271,0,2018,2272,21,0
272,0,2018,2272,21,0
273,0,2018,2272,21,0
274,0,2018,2272,21,0
275,0,2018,2272,21,0
276,0,2018,2272,21,0
277,0,2018,2272,21,0
278,0,2018,2272,21,0
279,0,2018,2272,21,0
280,0,2018,2272,21,0
281,0,2018,2272,21,0
282,0,2018,2272,21,0
283,0,2018,2272,21,0
284,0,2018,2272,21,0
285,0,2018,2272,21,0
286,0,2018,2272,21,0
287,0,2018,2272,21,0
288,0,2018,2272,21,0
289,0,2018,2272,21,0
290,0,2018,2272,21,0
291,0,2018,2272,21,0
292,0,2018,2272,21,0
293,0,2018,2272,21,0
294,0,2018,2272,21,0
295,0,2018,2272,21,0
296,0,2018,2272,21,0
297,0,2018,2272,21,0
298,0,2018,2272,21,0
299,0,2018,2272,21,0
300,0,2018,2272,21,0
301,0,2018,2272,21,0
302,0,2018,2272,21,0
303,0,2018,2272,21,0
304,0,2018,2272,21,0
305,0,2018,2272,21,0
306,0,2018,2272,21,0
307,0,2018,2272,21,0
308,0,2018,2272,21,0
309,0,2018,2272,21,0
310,0,2018,2272,21,0
311,0,2018,2272,21,0
312,0,2018,2272,21,0
313,0,2018,2272,21,0
314,0,2018,2272,21,0
315,0,2018,2272,21,0
316,0,2018,2272,21,0
317,0,2018,2272,21,0
318,0,2018,2272,21,0
319,0,2018,2272,21,0
320,0,2018,2272,21,0
321,0,2018,2272,21,0
322,0,2018,2272,21,0
323,0,2018,2272,21,0
324,0,2018,2272,21,0
325,0,2018,2272,21,0
326,0,2018,2272,21,0
327,0,2018,2272,21,0
328,0,2018,2272,21,0
329,0,2018,2272,21,0
330,0,2018,2272,21,0
331,0,2018,2272,21,0
332,0,2018,2272,21,0
333,0,2018,2272,21,0
334,0,2018,2272,21,0
335,0,2018,2272,21,0
336,0,2018,2272,21,0
337,0,2018,2272,21,0
338,0,2018,2272,21,0
339,0,2018,2272,21,0
340,0,2018,2272,21,0
341,0,2018,2272,21,0
342,0,2018,2272,21,0
343,0,2018,2272,21,0
344,0,2018,2272,21,0
345,0,2018,2272,21,0
346,0,2018,2272,21,0
347,0,2018,2272,21,0
348,0,2018,2272,21,0
349,0,2018,2272,21,0
350,0,2018,2272,21,0
351,0,2018,2272,21,0
352,0,2018,2272,21,0
353,0,2018,2272,21,0
354,0,2018,2272,21,0
355,0,2018,2272,21,0
