h,volume
2,2.999999999999995
3,4.014252176313655
4,5.017022458112963
5,6.011153777036319
6,7.054137426876408
7,8.015719829116026
8,9.07557905286798
9,10.000000000000007
10,11.157158124032112
11,12.092691417213164
12,13.269429154292814
13,13.999999999999996
14,15.0
15,15.999999999999998
16,17.0
17,17.999999999999996
