h,volume
2,2.999999999999995
3,4.000000000000003
4,5.016018724295884
5,6.030909479913358
6,7.042616463085363
7,7.999999999999995
8,9.000000000000002
9,10.000000000000002
10,11.000000000000002
11,12.0
12,13.0
