h,volume
2,2.9999999999999942
3,4.0385724959954725
4,5.107052192316614
5,6.331645300350794
6,7.320043251129259
7,8.446944586487952
8,9.890214192349287
9,10.891222757957634
10,12.204589775925
11,13.574247201244594
12,16.026784159110015
13,16.764239201733744
14,18.574971881400376
15,19.652815475531952
16,22.144828591685325
17,27.468736152939055
18,34.08997854916145
19,38.79374659050952
20,39.64799479115392
21,23.633315009350028
22,23.9791576165636
23,43.26661530556788
