h,volume
2,2.999999999999995
3,4.000000000000005
4,5.000000000000007
5,6.014030076225943
6,7.038255984311778
7,8.13382945116408
8,9.090756355097673
9,10.2638809625704
10,11.09613012893442
11,12.193648376899146
12,13.0
