t,P
1,0.5
2,0.2769112355931307
3,0.16976067338365472
4,0.11465324694391923
5,0.08433362597164887
6,0.06649730917435089
7,0.05531271405419806
8,0.04788554965610869
9,0.04270981481091442
10,0.03896167799066833
11,0.03616617936128634
12,0.034034569837058916
13,0.03238215653043933
14,0.031085256184629227
15,0.030057723056233485
16,0.029237592235949156
17,0.028579135003196515
18,0.028047920772077697
19,0.027617617309425666
20,0.0272678379051559
21,0.026982644999060314
22,0.026749481296087146
23,0.026558388941192692
24,0.026401428664891632
25,0.02627224129429521
26,0.026165712767721845
27,0.026077715710763057
28,0.026004908454292305
29,0.02594457765673504
30,0.02589451434970507
31,0.025852915813235417
32,0.025818307551284423
33,0.02578948100301265
34,0.025765443637676893
35,0.025745378840347468
36,0.025728613570698278
37,0.025714592216163526
38,0.025702855398345888
39,0.025693022752760253
40,0.02568477890520122
41,0.025677862026885476
42,0.025672054475269126
43,0.025667175125793893
44,0.025663073077648174
45,0.02565962247843054
46,0.025656718261833057
47,0.02565427263179311
48,0.025652212158074034
49,0.02565047537354732
50,0.02564901078383392
51,0.025647775216416518
52,0.025646732449646874
53,0.02564585207286638
54,0.02564510853762677
55,0.02564448036713718
56,0.02564394949688646
57,0.025643500724146957
58,0.025643121247960848
59,0.025642800284402207
60,0.025642528744531365
61,0.025642298964613668
62,0.02564210447995196
63,0.025641939835147565
64,0.025641800424814773
65,0.025641682359775667
66,0.025641582354590648
67,0.025641497632968475
68,0.025641425848169863
69,0.025641365015993234
70,0.02564131345832612
71,0.025641269755574198
72,0.02564123270655431
73,0.02564120129466593
74,0.02564117465934726
75,0.025641152071981328
76,0.02564113291555114
77,0.025641116667454635
78,0.025641102884984477
79,0.025641091193055337
80,0.025641081273828296
81,0.025641072857936403
82,0.0256410657170627
83,0.025641059657660604
84,0.025641054515639732
85,0.025641050151867677
86,0.02564104644836178
87,0.025641043305064375
88,0.025641040637111746
89,0.025641038372520644
90,0.025641036450228347
91,0.025641034818432027
92,0.0256410334331812
93,0.025641032257185066
94,0.02564103125880128
95,0.02564103041117878
96,0.025641029691530974
97,0.0256410290805195
98,0.02564102856173152
99,0.025641028121236562
100,0.02564102774721044
101,0.02564102742961649
102,0.02564102715993485
103,0.0256410269309331
104,0.025641026736471402
105,0.025641026571337343
106,0.025641026431105596
107,0.02564102631201912
108,0.025641026210887992
109,0.02564102612500385
110,0.02564102605206703
111,0.025641025990124994
112,0.02564102593751972
113,0.025641025892843353
114,0.02564102585490046
115,0.02564102582267588
116,0.025641025795307568
117,0.025641025772063487
118,0.025641025752321987
119,0.02564102573555515
120,0.025641025721314634
121,0.02564102570921974
122,0.0256410256989471
123,0.025641025690222117
124,0.0256410256828116
125,0.025641025676517454
126,0.025641025671171505
127,0.02564102566663087
128,0.025641025662774215
129,0.025641025659498523
130,0.025641025656716235
131,0.02564102565435303
132,0.025641025652345793
133,0.02564102565064089
134,0.02564102564919277
135,0.025641025647962758
136,0.02564102564691801
137,0.025641025646030623
138,0.02564102564527687
139,0.025641025644636637
140,0.025641025644092836
141,0.02564102564363093
142,0.025641025643238582
143,0.025641025642905334
144,0.025641025642622262
145,0.025641025642381833
146,0.025641025642177604
147,0.025641025642004125
148,0.02564102564185677
149,0.025641025641731617
150,0.02564102564162531
151,0.025641025641535007
152,0.025641025641458298
153,0.02564102564139315
154,0.025641025641337807
155,0.025641025641290786
156,0.02564102564125088
157,0.025641025641216945
158,0.025641025641188142
159,0.025641025641163672
160,0.025641025641142887
161,0.02564102564112524
162,0.02564102564111024
163,0.0256410256410975
164,0.025641025641086675
165,0.02564102564107748
166,0.025641025641069674
167,0.025641025641063048
168,0.025641025641057406
169,0.02564102564105263
170,0.025641025641048556
171,0.0256410256410451
172,0.025641025641042176
173,0.02564102564103969
174,0.025641025641037575
175,0.02564102564103577
176,0.025641025641034237
177,0.025641025641032947
178,0.025641025641031847
179,0.025641025641030907
180,0.02564102564103011
181,0.025641025641029443
182,0.025641025641028863
183,0.025641025641028374
184,0.025641025641027965
185,0.02564102564102761
186,0.02564102564102732
187,0.025641025641027076
188,0.025641025641026854
189,0.025641025641026678
190,0.02564102564102653
191,0.025641025641026403
192,0.02564102564102629
193,0.0256410256410262
194,0.025641025641026126
195,0.025641025641026056
196,0.02564102564102601
197,0.02564102564102596
198,0.02564102564102592
199,0.02564102564102589
200,0.025641025641025862
201,0.02564102564102584
202,0.025641025641025824
203,0.0256410256410258
204,0.02564102564102579
205,0.025641025641025772
