h,volume
2,3.0049641383183507
3,4.010453099050035
4,5.083189596073955
5,6.170457858758568
6,7.411041571307718
7,8.52609125204432
8,10.0007998760428
9,11.514115925385376
10,12.773047696376798
11,15.193584923583993
12,16.531511641442332
13,19.6494172628865
14,22.74329447434409
15,28.848063860714852
16,34.68138907771885
17,43.49284604491627
18,54.6949002715816
19,67.77795808599718
20,91.81045012123964
21,118.51973672053104
22,161.39982784348334
23,192.46509902584964
24,241.3219117417667
