h,volume
2,3.0069681301036244
3,4.000000000000004
4,5.032943100661721
5,6.105819109817538
6,7.162201351355713
7,8.100910264046082
8,9.106866923178385
9,10.190536060027023
10,11.05998327470499
11,12.449483396596541
12,13.161562977785533
13,13.999999999999996
14,15.0
15,15.999999999999998
