h,volume
2,2.999999999999995
3,4.000000000000006
4,5.000000000000008
5,5.999999999999998
6,6.999999999999998
7,7.999999999999991
8,8.999999999999998
9,10.137088562954684
10,11.000000000000002
11,12.0
