tick,n_exec,n_flight,n_events,front_depth,n_truncated
200,0,1214,1449,11,0
201,0,1214,1449,11,0
202,0,1214,1449,11,0
203,0,1214,1449,11,0
204,0,1214,1449,11,0
205,0,1214,1449,11,0
206,0,1214,1449,11,0
207,0,1214,1449,11,0
208,0,1214,1449,11,0
209,0,1214,1449,11,0
210,0,1214,1449,11,0
211,0,1214,1449,11,0
212,0,1214,1449,11,0
213,0,1214,1449,11,0
214,0,1214,1449,11,0
215,0,1214,1449,11,0
216,0,1214,1449,11,0
217,0,1214,1449,11,0
218,0,1214,1449,11,0
219,0,1214,1449,11,0
220,0,1214,1449,11,0
221,0,1214,1449,11,0
222,0,1214,1449,11,0
223,0,1214,1449,11,0
224,0,1214,1449,11,0
225,0,1214,1449,11,0
226,0,1214,1449,11,0
227,0,1214,1449,11,0
228,0,1214,1449,11,0
229,0,1214,1449,11,0
230,0,1214,1449,11,0
231,0,1214,1449,11,0
232,0,1214,1449,11,0
233,0,1214,1449,11,0
234,0,1214,1449,11,0
235,0,1214,1449,11,0
236,0,1214,1449,11,0
237,0,1214,1449,11,0
238,0,1214,1449,11,0
239,0,1214,1449,11,0
240,0,1214,1449,11,0
241,0,1214,1449,11,0
242,0,1214,1449,11,0
243,0,1214,1449,11,0
244,0,1214,1449,11,0
245,0,1214,1449,11,0
246,0,1214,1449,11,0
247,0,1214,1449,11,0
248,0,1214,1449,11,0
249,0,1214,1449,11,0
250,0,1214,1449,11,0
251,0,1214,1449,11,0
252,0,1214,1449,11,0
253,0,1214,1449,11,0
254,0,1214,1449,11,0
255,0,1214,1449,11,0
256,0,1214,1449,11,0
257,0,1214,1449,11,0
258,0,1214,1449,11,0
259,0,1214,1449,11,0
260,0,1214,1449,11,0
261,0,1214,1449,11,0
262,0,1214,1449,11,0
263,0,1214,1449,11,0
264,0,1214,1449,11,0
265,0,1214,1449,11,0
266,0,1214,1449,11,0
267,0,1214,1449,11,0
268,0,1214,1449,11,0
269,0,1214,1449,11,0
270,0,1214,1449,11,0
271,0,1214,1449,11,0
272,0,1214,1449,11,0
273,0,1214,1449,11,0
274,0,1214,1449,11,0
275,0,1214,1449,11,0
276,0,1214,1449,11,0
277,0,1214,1449,11,0
278,0,1214,1449,11,0
279,0,1214,1449,11,0
280,0,1214,1449,11,0
281,0,1214,1449,11,0
282,0,1214,1449,11,0
283,0,1214,1449,11,0
284,0,1214,1449,11,0
285,0,1214,1449,11,0
286,0,1214,1449,11,0
287,0,1214,1449,11,0
288,0,1214,1449,11,0
289,0,1214,1449,11,0
290,0,1214,1449,11,0
291,0,1214,1449,11,0
292,0,1214,1449,11,0
