t,P
1,0.5
2,0.2597496938057408
3,0.1418939495180841
4,0.08279601207953605
5,0.0524378527549563
6,0.03641610788712658
7,0.02770124001332756
8,0.02280103349120182
9,0.019946807626730494
10,0.018223343589717153
11,0.017145470360265775
12,0.016448938282075016
13,0.015985478770916293
14,0.01566921641184116
15,0.015448762847057032
16,0.015292360425447602
17,0.015179775719422563
18,0.015097754850535331
19,0.015037400970910168
20,0.014992615134440414
21,0.014959141492690795
22,0.014933965765086396
23,0.01491492622848195
24,0.014900456186375718
25,0.01488940996108035
26,0.014880943241507454
27,0.014874429572360928
28,0.014869401327087845
29,0.014865507535280697
30,0.01486248347231001
31,0.014860128553758381
32,0.014858290152453928
33,0.014856851675976702
34,0.014855723732355478
35,0.014854837549419167
36,0.014854140048856521
37,0.014853590142018301
38,0.014853155932455283
39,0.014852812594658395
40,0.014852540759373919
41,0.014852325280051346
42,0.014852154287216819
43,0.014852018461205254
44,0.014851910471106212
45,0.014851824540678146
46,0.014851756111577626
47,0.014851701581414403
48,0.01485165809951474
49,0.014851623407319242
50,0.014851595713397035
51,0.014851573595375443
52,0.014851555922847938
53,0.014851541796669615
54,0.01485153050108136
55,0.014851521465896439
56,0.014851514236594279
57,0.01485150845063867
58,0.014851503818703204
59,0.014851500109771543
60,0.014851497139301308
61,0.01485149475981324
62,0.014851492853402617
63,0.01485149132577588
64,0.014851490101498444
65,0.014851489120205516
66,0.014851488333578819
67,0.01485148770293334
68,0.01485148719728999
69,0.014851486791835674
70,0.014851486466692456
71,0.014851486205933363
72,0.014851485996795151
73,0.014851485829048515
74,0.014851485694493948
75,0.014851485586558265
76,0.014851485499971475
77,0.014851485430507976
78,0.014851485374779372
79,0.014851485330068324
80,0.014851485294195515
81,0.014851485265413026
82,0.014851485242318822
83,0.014851485223788284
84,0.014851485208919256
85,0.01485148519698801
86,0.014851485187413934
87,0.01485148517973122
88,0.01485148517356611
89,0.01485148516861878
90,0.014851485164648622
91,0.014851485161462603
92,0.014851485158905815
93,0.014851485156853975
94,0.014851485155207325
95,0.014851485153885867
96,0.014851485152825354
97,0.014851485151974252
98,0.014851485151291212
99,0.014851485150743042
100,0.014851485150303108
101,0.014851485149950043
102,0.01485148514966669
103,0.014851485149439283
104,0.014851485149256775
105,0.014851485149110296
106,0.014851485148992741
107,0.014851485148898395
108,0.014851485148822674
109,0.014851485148761908
110,0.014851485148713131
111,0.014851485148673987
112,0.014851485148642572
113,0.014851485148617359
114,0.014851485148597125
115,0.014851485148580876
116,0.01485148514856785
117,0.014851485148557383
118,0.014851485148548988
119,0.01485148514854225
120,0.014851485148536844
121,0.014851485148532498
122,0.014851485148529013
123,0.014851485148526217
124,0.01485148514852398
125,0.014851485148522173
126,0.014851485148520725
127,0.014851485148519571
128,0.01485148514851864
129,0.014851485148517894
130,0.014851485148517288
131,0.014851485148516808
132,0.014851485148516426
133,0.014851485148516117
134,0.01485148514851587
135,0.014851485148515673
136,0.01485148514851551
137,0.014851485148515383
138,0.014851485148515288
139,0.014851485148515206
140,0.014851485148515142
141,0.014851485148515095
142,0.014851485148515055
143,0.014851485148515024
144,0.014851485148515007
145,0.014851485148514988
146,0.014851485148514969
147,0.014851485148514957
148,0.014851485148514948
149,0.01485148514851494
150,0.014851485148514932
151,0.014851485148514929
152,0.014851485148514927
153,0.01485148514851492
154,0.014851485148514917
155,0.014851485148514917
156,0.014851485148514913
157,0.014851485148514912
158,0.014851485148514912
159,0.014851485148514912
160,0.014851485148514912
161,0.014851485148514912
162,0.014851485148514912
163,0.014851485148514908
164,0.014851485148514908
165,0.014851485148514908
166,0.014851485148514908
167,0.014851485148514908
168,0.014851485148514908
169,0.014851485148514908
170,0.014851485148514908
171,0.014851485148514908
172,0.014851485148514908
173,0.014851485148514908
174,0.014851485148514908
175,0.014851485148514908
176,0.014851485148514908
177,0.014851485148514908
178,0.014851485148514908
179,0.014851485148514908
180,0.014851485148514908
181,0.014851485148514905
182,0.014851485148514905
183,0.014851485148514905
184,0.014851485148514905
185,0.014851485148514905
186,0.014851485148514905
187,0.014851485148514905
188,0.014851485148514905
189,0.014851485148514905
190,0.014851485148514905
191,0.014851485148514905
192,0.014851485148514905
193,0.014851485148514905
194,0.014851485148514905
195,0.014851485148514905
196,0.014851485148514905
197,0.014851485148514905
198,0.014851485148514905
199,0.014851485148514905
200,0.014851485148514905
201,0.014851485148514905
202,0.014851485148514905
203,0.014851485148514905
204,0.014851485148514905
205,0.014851485148514905
206,0.014851485148514905
207,0.014851485148514905
208,0.014851485148514905
209,0.014851485148514905
210,0.014851485148514905
211,0.014851485148514905
212,0.014851485148514905
213,0.014851485148514905
214,0.014851485148514905
215,0.014851485148514905
216,0.014851485148514905
217,0.014851485148514905
218,0.014851485148514905
219,0.014851485148514905
220,0.014851485148514905
221,0.014851485148514905
222,0.014851485148514905
223,0.014851485148514905
224,0.014851485148514905
225,0.014851485148514905
226,0.014851485148514905
227,0.014851485148514905
228,0.014851485148514905
229,0.014851485148514905
230,0.014851485148514905
231,0.014851485148514905
232,0.014851485148514905
233,0.014851485148514905
234,0.014851485148514905
235,0.014851485148514905
236,0.014851485148514905
237,0.014851485148514905
238,0.014851485148514905
239,0.014851485148514905
240,0.014851485148514905
241,0.014851485148514905
242,0.014851485148514905
243,0.014851485148514905
244,0.014851485148514905
245,0.014851485148514905
246,0.014851485148514905
247,0.014851485148514905
248,0.014851485148514905
249,0.014851485148514905
250,0.014851485148514905
251,0.014851485148514905
252,0.014851485148514905
253,0.014851485148514905
254,0.014851485148514905
255,0.014851485148514905
256,0.014851485148514905
