h,volume
2,3.502643678156231
3,4.902369741042887
4,6.713921756072856
5,9.221982799766018
6,12.451079694746436
7,17.43813209034944
8,24.26629463947198
9,29.713205748830262
10,34.99999999999999
11,38.99999999999999
12,43.0
13,33.0
