tick,n_exec,n_flight,n_events,front_depth,n_truncated
1,900,2700,1500,2,0
2,1350,4050,2850,3,0
3,2025,6075,4875,4,0
4,2925,9000,7800,5,0
5,4275,13275,12075,6,0
6,6300,19575,18375,7,0
7,9225,28800,27600,8,0
8,13500,42300,41100,9,0
9,20025,62325,61125,10,0
10,29475,91800,90600,11,0
11,43425,135225,134025,12,0
12,64350,199575,198375,13,0
13,94725,294300,293100,14,0
