run_id,label,status,fate,seed,m,s,f,k,p,W,pred,osc,comp,ctrl,ticks,events,flight,front,height,max_width,d_front,d_span,d_s,D_causal,transient,hold,c1_target,c1b_decade,c2_stat,c3_spec,c4_caus
camp-wide_state-ctrl_no_causality-7d8b8486fe,camp-wide_state-ctrl_no_causality,completed,moribond,vee,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,no_caus,20000,3963,6,5,2574,3,,0.0,1.9220559022889496e-15,1.0441300664260735,,,False,False,False,False,False
camp-wide_state-ctrl_p_inf-599c839ace,camp-wide_state-ctrl_p_inf,completed,soutenu,vee,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,p_inf,20000,6888,6,5,4473,3,,0.0,1.9220559022889496e-15,1.0673115910077318,,,False,False,False,False,False
camp-wide_state-ctrl_trivial-fa67ce7f5f,camp-wide_state-ctrl_trivial,completed,soutenu,vee,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,trivial,20000,40003,6,3,20001,2,,,,1.0231264766317412,,,False,False,False,False,False
camp-wide_state-f_2-5c126f97e2,camp-wide_state-f_2,stalled,gel,vee,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,9914,326,4,2,226,3,,,,0.9961971738157711,,,False,False,False,False,False
camp-wide_state-f_3-fd973f782f,camp-wide_state-f_3,candidate_explosion,explosion,vee,64,24,3,2,3,16,hamming,rot_birth,fold_rot_xor,,27,5820,5826,1985,23,1864,,0.0,7.316068418298045,3.3527311778164606,,,False,False,False,False,False
camp-wide_state-f_4-3ba06a1558,camp-wide_state-f_4,candidate_explosion,explosion,vee,64,24,4,2,3,16,hamming,rot_birth,fold_rot_xor,,14,1856,3718,944,12,810,,0.0,6.935788550250521,2.646514303853546,,,False,False,False,False,False
camp-wide_state-k_2-5c126f97e2,camp-wide_state-k_2,stalled,gel,vee,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,9914,326,4,2,226,3,,,,0.9961971738157711,,,False,False,False,False,False
camp-wide_state-k_3-9c72f7bb12,camp-wide_state-k_3,stalled,gel,vee,64,24,2,3,3,16,hamming,rot_birth,fold_rot_xor,,8193,3,6,3,1,2,,,,,,,False,False,False,False,False
camp-wide_state-m_16-8bd4b37812,camp-wide_state-m_16,completed,soutenu,vee,16,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,20000,40003,6,3,20001,2,,,,1.0231264766317412,,,False,False,False,False,False
camp-wide_state-m_24-2ab0e632eb,camp-wide_state-m_24,completed,soutenu,vee,24,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,20000,40003,6,3,20001,2,,,,1.0231264766317412,,,False,False,False,False,False
camp-wide_state-m_32-f356663ce6,camp-wide_state-m_32,completed,soutenu,vee,32,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,20000,40037,6,3,20001,3,,,,1.0238166046687718,,,False,False,False,False,False
camp-wide_state-m_48-f528f385a1,camp-wide_state-m_48,completed,soutenu,vee,48,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,20000,45045,6,3,19334,3,,,,1.0382877184466133,,,False,False,False,False,False
camp-wide_state-m_64-5c126f97e2,camp-wide_state-m_64,stalled,gel,vee,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,9914,326,4,2,226,3,,,,0.9961971738157711,,,False,False,False,False,False
camp-wide_state-osc_rule_rot1_xor-63e67495e7,camp-wide_state-osc_rule_rot1_xor,stalled,gel,vee,64,24,2,2,3,16,hamming,rot1_xor,fold_rot_xor,,10861,444,3,2,319,3,,,,1.0136988489033159,,,False,False,False,False,False
camp-wide_state-osc_rule_rot_birth-5c126f97e2,camp-wide_state-osc_rule_rot_birth,stalled,gel,vee,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,9914,326,4,2,226,3,,,,0.9961971738157711,,,False,False,False,False,False
camp-wide_state-p_1-233dd035ea,camp-wide_state-p_1,stalled,gel,vee,64,24,2,2,1,16,hamming,rot_birth,fold_rot_xor,,8344,14,6,4,11,2,,0.0,0.8300749985576878,0.758876999548124,,,False,False,False,False,False
camp-wide_state-p_2-ca98c6eea7,camp-wide_state-p_2,stalled,gel,vee,64,24,2,2,2,16,hamming,rot_birth,fold_rot_xor,,8449,60,6,4,37,3,,0.0,0.8300749985576878,0.9897670677948377,,,False,False,False,False,False
camp-wide_state-p_3-5c126f97e2,camp-wide_state-p_3,stalled,gel,vee,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,9914,326,4,2,226,3,,,,0.9961971738157711,,,False,False,False,False,False
camp-wide_state-p_4-774b55121d,camp-wide_state-p_4,stalled,gel,vee,64,24,2,2,4,16,hamming,rot_birth,fold_rot_xor,,12863,1419,5,3,949,3,,,,1.0062003695106225,,,False,False,False,False,False
camp-wide_state-p_5-0eb04f7c97,camp-wide_state-p_5,completed,moribond,vee,64,24,2,2,5,16,hamming,rot_birth,fold_rot_xor,,20000,3631,5,3,2466,3,,,,1.0167775302949351,,,False,False,False,False,False
camp-wide_state-predicate_block_zero-19e0acb708,camp-wide_state-predicate_block_zero,stalled,gel,vee,64,24,2,2,3,16,block_zero,rot_birth,fold_rot_xor,,8193,3,6,3,1,2,,,,,,,False,False,False,False,False
camp-wide_state-predicate_hamming-5c126f97e2,camp-wide_state-predicate_hamming,stalled,gel,vee,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,9914,326,4,2,226,3,,,,0.9961971738157711,,,False,False,False,False,False
camp-wide_state-s_10-0b592f753f,camp-wide_state-s_10,stalled,gel,vee,64,10,2,2,3,16,hamming,rot_birth,fold_rot_xor,,8193,3,6,3,1,2,,,,,,,False,False,False,False,False
camp-wide_state-s_12-61dfac47ff,camp-wide_state-s_12,stalled,gel,vee,64,12,2,2,3,16,hamming,rot_birth,fold_rot_xor,,8193,3,6,3,1,2,,,,,,,False,False,False,False,False
camp-wide_state-s_13-c755ba3fd4,camp-wide_state-s_13,stalled,gel,vee,64,13,2,2,3,16,hamming,rot_birth,fold_rot_xor,,8193,3,6,3,1,2,,,,,,,False,False,False,False,False
camp-wide_state-s_14-0b41998f6a,camp-wide_state-s_14,stalled,gel,vee,64,14,2,2,3,16,hamming,rot_birth,fold_rot_xor,,8193,3,6,3,1,2,,,,,,,False,False,False,False,False
camp-wide_state-s_15-d0058059fb,camp-wide_state-s_15,stalled,gel,vee,64,15,2,2,3,16,hamming,rot_birth,fold_rot_xor,,8193,3,6,3,1,2,,,,,,,False,False,False,False,False
camp-wide_state-s_16-e508228118,camp-wide_state-s_16,stalled,gel,vee,64,16,2,2,3,16,hamming,rot_birth,fold_rot_xor,,8193,3,6,3,1,2,,,,,,,False,False,False,False,False
camp-wide_state-s_18-e530dc626c,camp-wide_state-s_18,stalled,gel,vee,64,18,2,2,3,16,hamming,rot_birth,fold_rot_xor,,8193,3,6,3,1,2,,,,,,,False,False,False,False,False
camp-wide_state-s_20-1c73d37eb7,camp-wide_state-s_20,stalled,gel,vee,64,20,2,2,3,16,hamming,rot_birth,fold_rot_xor,,8300,8,6,4,5,2,,0.0,,,,,False,False,False,False,False
camp-wide_state-s_24-5c126f97e2,camp-wide_state-s_24,stalled,gel,vee,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,9914,326,4,2,226,3,,,,0.9961971738157711,,,False,False,False,False,False
camp-wide_state-s_8-42acb0fd62,camp-wide_state-s_8,stalled,gel,vee,64,8,2,2,3,16,hamming,rot_birth,fold_rot_xor,,8193,3,6,3,1,2,,,,,,,False,False,False,False,False
camp-wide_state-seed_braid6-8e57884f64,camp-wide_state-seed_braid6,stalled,gel,braid6,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,10584,662,4,2,419,4,,,,1.0123194649467289,,,False,False,False,False,False
camp-wide_state-seed_vee-5c126f97e2,camp-wide_state-seed_vee,stalled,gel,vee,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,9914,326,4,2,226,3,,,,0.9961971738157711,,,False,False,False,False,False
camp-wide_state-seed_wedge4-71e14c6e57,camp-wide_state-seed_wedge4,stalled,gel,wedge4,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,9657,647,5,4,389,3,,0.0,,1.0622255544148658,,,False,False,False,False,False
camp-wide_state-size-max_ticks_20000-ec76df81a7,camp-wide_state-size-max_ticks_20000,stalled,gel,vee,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,9914,326,4,2,226,3,,,,0.9961971738157711,,,False,False,False,False,False
camp-wide_state-size-max_ticks_320000-ace49838e8,camp-wide_state-size-max_ticks_320000,stalled,gel,vee,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,9914,326,4,2,226,3,,,,0.9961971738157711,,,False,False,False,False,False
camp-wide_state-size-max_ticks_5000-8b89354ebc,camp-wide_state-size-max_ticks_5000,completed,moribond,vee,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,5000,326,4,2,226,3,,,,0.9961971738157711,,,False,False,False,False,False
camp-wide_state-size-max_ticks_80000-3a70a6233c,camp-wide_state-size-max_ticks_80000,stalled,gel,vee,64,24,2,2,3,16,hamming,rot_birth,fold_rot_xor,,9914,326,4,2,226,3,,,,0.9961971738157711,,,False,False,False,False,False
pilot-W_16-38297623a2,pilot-W_16,completed,soutenu,vee,32,14,2,2,3,16,hamming,rot_birth,fold_rot_xor,,3000,5300,5,4,2561,3,,0.0,,1.024924362120036,,,False,False,False,False,False
pilot-W_32-227684a5c8,pilot-W_32,completed,soutenu,vee,32,14,2,2,3,32,hamming,rot_birth,fold_rot_xor,,3000,5300,5,4,2561,3,,0.0,,1.024924362120036,,,False,False,False,False,False
pilot-W_64-92b942c187,pilot-W_64,completed,soutenu,vee,32,14,2,2,3,64,hamming,rot_birth,fold_rot_xor,,3000,5300,5,4,2561,3,,0.0,,1.024924362120036,,,False,False,False,False,False
pilot-W_8-f70cf6e0d2,pilot-W_8,completed,soutenu,vee,32,14,2,2,3,8,hamming,rot_birth,fold_rot_xor,,3000,5300,5,4,2561,3,,0.0,,1.024924362120036,,,False,False,False,False,False
pilot-ctrl_no_causality-a262136b46,pilot-ctrl_no_causality,completed,soutenu,vee,32,14,2,2,3,16,hamming,rot_birth,fold_rot_xor,no_caus,3000,5537,6,4,2580,3,,0.0,,1.0416787952792954,,,False,False,False,False,False
pilot-ctrl_p_inf-8f54e17253,pilot-ctrl_p_inf,completed,soutenu,vee,32,14,2,2,3,16,hamming,rot_birth,fold_rot_xor,p_inf,3000,5578,6,4,2619,3,,0.0,,1.0470972599046002,,,False,False,False,False,False
pilot-ctrl_trivial-31e6224609,pilot-ctrl_trivial,completed,soutenu,vee,32,14,2,2,3,16,hamming,rot_birth,fold_rot_xor,trivial,3000,6003,6,3,3001,2,,,,1.0231264766317412,,,False,False,False,False,False
pilot-f_2-38297623a2,pilot-f_2,completed,soutenu,vee,32,14,2,2,3,16,hamming,rot_birth,fold_rot_xor,,3000,5300,5,4,2561,3,,0.0,,1.024924362120036,,,False,False,False,False,False
pilot-f_3-a643052fd3,pilot-f_3,candidate_explosion,explosion,vee,32,14,3,2,3,16,hamming,rot_birth,fold_rot_xor,,19,7328,7334,2449,19,1920,1.045891831430381,4.0,0.9967685922934708,2.0602864434934807,,,False,False,False,True,True
pilot-frozen_witness-ea798ede5b,pilot-frozen_witness,stalled,gel,antichain2,32,14,2,2,3,16,hamming,rot_birth,fold_rot_xor,,1501,2,4,2,0,2,,,,,,,False,False,False,False,False
pilot-p_2-d3731b3e59,pilot-p_2,completed,moribond,vee,32,14,2,2,2,16,hamming,rot_birth,fold_rot_xor,,3000,702,3,2,642,3,,,,0.9495645104522964,,,False,False,False,False,False
pilot-p_3-38297623a2,pilot-p_3,completed,soutenu,vee,32,14,2,2,3,16,hamming,rot_birth,fold_rot_xor,,3000,5300,5,4,2561,3,,0.0,,1.024924362120036,,,False,False,False,False,False
pilot-p_4-e32e7864c5,pilot-p_4,completed,soutenu,vee,32,14,2,2,4,16,hamming,rot_birth,fold_rot_xor,,3000,5578,6,4,2619,3,,0.0,,1.0470972599046002,,,False,False,False,False,False
pilot-s_10-0375b5fd12,pilot-s_10,stalled,gel,vee,32,10,2,2,3,16,hamming,rot_birth,fold_rot_xor,,2933,69,4,3,51,2,,,,0.9796723835834966,,,False,False,False,False,False
pilot-s_12-fe6692a7be,pilot-s_12,completed,moribond,vee,32,12,2,2,3,16,hamming,rot_birth,fold_rot_xor,,3000,915,4,3,585,3,,,,1.0083048680096904,,,False,False,False,False,False
pilot-s_13-72ee1b78fc,pilot-s_13,completed,soutenu,vee,32,13,2,2,3,16,hamming,rot_birth,fold_rot_xor,,3000,2602,3,2,1684,3,,,,1.0139604916791813,,,False,False,False,False,False
pilot-s_14-38297623a2,pilot-s_14,completed,soutenu,vee,32,14,2,2,3,16,hamming,rot_birth,fold_rot_xor,,3000,5300,5,4,2561,3,,0.0,,1.024924362120036,,,False,False,False,False,False
pilot-s_15-d75639f4f0,pilot-s_15,completed,soutenu,vee,32,15,2,2,3,16,hamming,rot_birth,fold_rot_xor,,3000,6318,6,4,2785,3,,0.0,,1.025896480407252,,,False,False,False,False,False
pilot-s_16-31071471f4,pilot-s_16,completed,soutenu,vee,32,16,2,2,3,16,hamming,rot_birth,fold_rot_xor,,3000,6778,6,3,2910,3,,,,1.0424726607352282,,,False,False,False,False,False
pilot-s_18-e0edf270c6,pilot-s_18,completed,soutenu,vee,32,18,2,2,3,16,hamming,rot_birth,fold_rot_xor,,3000,6577,6,3,2988,3,,,,1.0472635235029901,,,False,False,False,False,False
pilot-seed_braid6-43d7337c77,pilot-seed_braid6,completed,soutenu,braid6,32,14,2,2,3,16,hamming,rot_birth,fold_rot_xor,,3000,14325,12,6,2946,6,,0.0,1.3865940776186367,1.197941815023158,,,False,False,False,False,False
pilot-seed_vee-38297623a2,pilot-seed_vee,completed,soutenu,vee,32,14,2,2,3,16,hamming,rot_birth,fold_rot_xor,,3000,5300,5,4,2561,3,,0.0,,1.024924362120036,,,False,False,False,False,False
pilot-seed_wedge4-8b917e6f73,pilot-seed_wedge4,completed,soutenu,wedge4,32,14,2,2,3,16,hamming,rot_birth,fold_rot_xor,,3000,6146,5,4,2619,4,,0.0,,1.0707076633969583,,,False,False,False,False,False
