h,volume
2,3.0102309706003925
3,4.02646497521668
4,5.1410396540045
5,6.2729017726768
6,7.483045637618751
7,8.60935589683784
8,10.012674699414381
9,11.520785900141389
10,13.092884720897592
11,14.758318568795689
12,16.185182983293423
13,18.619235181429474
14,20.6082349233545
15,23.30626832303824
16,27.832358154503535
17,31.266920290290074
18,35.855845768573985
19,42.002110528433235
20,48.33454609496376
21,58.158818823739296
22,78.95941182198611
23,100.30403881305632
24,129.68781697688448
