tick,n_exec,n_flight,n_events,front_depth,n_truncated
1,810,2610,1410,2,0
2,1213,3823,2623,3,0
3,1814,5637,4437,4,0
4,1931,7568,6368,5,0
5,2198,9766,8566,6,0
6,2523,12289,11089,7,0
7,3042,15331,14131,8,0
8,3684,19015,17815,9,0
9,4449,23464,22264,10,0
